,spread,half_life_roll,mean_crossings_roll,adf_p_roll,mr_regime_v2,mr_regime_adf,mr_regime_final,z,max_hold_days,pos,entry,exit,hold_days,cooldown,spread_chg,pnl_spread_units
2019-05-15,0.0786266818283767,18.84830332128882,25.0,0.1276808648442447,1,0,0,1.9825372694626069,19,0,0,0,0,,-0.0013291833323129942,-0.0
2019-05-16,0.0843136920705331,20.14638835731133,25.0,0.1383743218731369,1,0,0,2.0500893208030933,21,0,0,0,0,,0.005687010242156398,0.0
2019-05-17,0.107767980375196,22.663340015543834,23.0,0.2213037997818554,1,0,0,2.5839654803784216,23,0,0,0,0,,0.023454288304662896,0.0
2019-05-20,0.0881524985526773,20.22085284149312,23.0,0.1644249084612685,1,0,0,1.9038808802097276,21,0,0,0,0,,-0.019615481822518696,-0.0
2019-05-21,0.1057737121574717,22.474687157285413,23.0,0.2101648676976604,1,0,0,2.2649496045030717,23,0,0,0,0,,0.017621213604794392,0.0
2019-05-22,0.0866118529396722,20.75242131766688,23.0,0.1482014191794143,1,0,0,1.6714062071056541,21,0,0,0,0,,-0.01916185921779949,-0.0
2019-05-23,0.0798219788970575,19.984516280201635,23.0,0.1215682048356278,1,0,0,1.4364803900003105,20,0,0,0,0,,-0.006789874042614705,-0.0
2019-05-24,0.0979058032381612,21.71052276406428,25.0,0.2229071819384909,1,0,0,1.823853388949275,22,0,0,0,0,,0.0180838243411037,0.0
2019-05-28,0.091340488093822,20.643051744069123,23.0,0.3444706047169454,1,0,0,1.587487656089646,21,0,0,0,0,,-0.0065653151443391955,-0.0
2019-05-29,0.0754743162319036,20.6176832329637,23.0,0.1362525623871524,1,0,0,1.147322982955778,21,0,0,0,0,,-0.01586617186191841,-0.0
2019-05-30,0.0895696906397169,21.03872826424603,25.0,0.1127667737100343,1,0,0,1.4448804104787707,22,0,0,0,0,,0.014095374407813305,0.0
2019-05-31,0.0863990790784212,21.20639339865509,25.0,0.0581938816392648,1,0,0,1.3175111151394696,22,0,0,0,0,,-0.003170611561295694,-0.0
2019-06-03,0.0748797230795155,18.145041951365847,25.0,0.0742263088354625,1,0,0,1.000960052751382,19,0,0,0,0,,-0.011519355998905703,-0.0
2019-06-04,0.0699077558536167,15.689404737407836,25.0,0.087239947667264,1,0,0,0.8527962963269119,16,0,0,0,0,,-0.004971967225898807,-0.0
2019-06-05,0.0613043356725073,16.567119642686567,23.0,0.0669387631496178,1,0,0,0.63164354150685,17,0,0,0,0,,-0.008603420181109392,-0.0
2019-06-06,0.0526147111501513,16.714843665389846,23.0,0.0583389334992891,1,0,0,0.42454058633666464,17,0,0,0,0,,-0.008689624522355999,-0.0
2019-06-07,0.0429284772288074,16.07392185238914,23.0,0.0449219319197796,1,1,1,0.20215691135332697,17,0,0,0,0,,-0.0096862339213439,-0.0
2019-06-10,0.0423641755388093,15.981409002670636,23.0,0.0958011374017874,1,0,0,0.20151577402297427,16,0,0,0,0,,-0.0005643016899981035,-0.0
2019-06-11,0.0507622320445992,15.84590167899294,23.0,0.0993798360550621,1,0,0,0.41619647639324664,16,0,0,0,0,,0.008398056505789897,0.0
2019-06-12,0.0491385605044243,18.144281580968816,25.0,0.0701930098233193,1,0,0,0.37786937581482316,19,0,0,0,0,,-0.001623671540174898,-0.0
2019-06-13,0.0537572585138095,18.22379253223641,25.0,0.208332843515183,1,0,0,0.4828027177370245,19,0,0,0,0,,0.004618698009385198,0.0
2019-06-14,0.0539001634610274,17.557616333792815,25.0,0.1593685381546047,1,0,0,0.4727542982536343,18,0,0,0,0,,0.0001429049472179006,0.0
2019-06-17,0.0761847341612593,20.73520140171429,23.0,0.2591058033606469,1,0,0,0.9956304594286733,21,0,0,0,0,,0.022284570700231904,0.0
2019-06-18,0.0764668465649975,22.786553151962064,23.0,0.2463955870972568,1,0,0,0.9706795228230773,23,0,0,0,0,,0.0002821124037381967,0.0
2019-06-19,0.0683924798593107,23.28197418183496,24.0,0.2086142711797431,1,0,0,0.7490610066398337,24,0,0,0,0,,-0.0080743667056868,-0.0
2019-06-20,0.0744089270683359,24.085299513683083,23.0,0.2297488048408836,1,0,0,0.8681981253461606,25,0,0,0,0,,0.006016447209025208,0.0
2019-06-21,0.0856316772256393,25.448856745150184,23.0,0.4589271823594467,1,0,0,1.1045584021712331,26,0,0,0,0,,0.011222750157303396,0.0
2019-06-24,0.0816875081877217,25.14527704676124,23.0,0.2631766259245467,1,0,0,0.9762452996163218,26,0,0,0,0,,-0.003944169037917597,-0.0
2019-06-25,0.063176071806188,23.05317353710257,23.0,0.3618480097365026,1,0,0,0.5065055258270296,24,0,0,0,0,,-0.0185114363815337,-0.0
2019-06-26,0.0540964270168693,22.91348434500503,21.0,0.3530981569933309,1,0,0,0.26704930900734547,23,0,0,0,0,,-0.009079644789318705,-0.0
2019-06-27,0.0648116080670604,23.445190247243723,21.0,0.3708749491714176,1,0,0,0.5071046663335947,24,0,0,0,0,,0.010715181050191105,0.0
2019-06-28,0.06866413193198,24.27929033147976,21.0,0.3983688018484225,1,0,0,0.5779126131129163,25,0,0,0,0,,0.003852523864919591,0.0
2019-07-01,0.072277689443168,24.68959430972117,17.0,0.4097289193222441,1,0,0,0.6426095895715556,25,0,0,0,0,,0.003613557511187998,0.0
2019-07-02,0.0731772251974964,25.000236195349228,19.0,0.4170342701146268,1,0,0,0.6394445610259583,26,0,0,0,0,,0.0008995357543284122,0.0
2019-07-03,0.0854066824268677,26.615140905904923,19.0,0.4684172647530071,1,0,0,0.9230005466556301,27,0,0,0,0,,0.012229457229371299,0.0
2019-07-05,0.0925927687980321,28.01813376791444,19.0,0.5056541974347206,1,0,0,1.0791489480440577,29,0,0,0,0,,0.007186086371164399,0.0
2019-07-08,0.0734408268691559,26.03652537467563,21.0,0.4405726674248235,1,0,0,0.5490066345564327,27,0,0,0,0,,-0.019151941928876204,-0.0
2019-07-09,0.0816585534367142,27.072525175317693,21.0,0.4706612550794252,1,0,0,0.7560632807145424,28,0,0,0,0,,0.0082177265675583,0.0
2019-07-10,0.0924247266059659,28.405182231311343,23.0,0.5013793085870328,1,0,0,1.0661903635605716,29,0,0,0,0,,0.0107661731692517,0.0
2019-07-11,0.0868459162269381,27.76205667177784,23.0,0.4787915299162618,1,0,0,0.8801462532702532,28,0,0,0,0,,-0.005578810379027799,-0.0
2019-07-12,0.0992721408619043,29.683307573169824,23.0,0.5280233250796718,1,0,0,1.261378432753298,30,0,0,0,0,,0.012426224634966204,0.0
2019-07-15,0.0766579229351274,26.505573632771025,23.0,0.4337493407616317,1,0,0,0.48661000896692735,27,0,0,0,0,,-0.02261421792677691,-0.0
2019-07-16,0.0671077006075933,25.739123476117165,21.0,0.4057222297095829,1,0,0,0.11701956657249815,26,0,0,0,0,,-0.009550222327534094,-0.0
2019-07-17,0.0601829472613069,25.60400483880321,21.0,0.3987251096519646,1,0,0,-0.2051337854552197,26,0,0,0,0,,-0.006924753346286401,-0.0
2019-07-18,0.0744868168099026,27.016250956517787,23.0,0.445146275243731,1,0,0,0.34344543356627383,28,0,0,0,0,,0.0143038695485957,0.0
2019-07-19,0.0692106428093266,27.30246422835523,23.0,0.4477511075319388,1,0,0,0.07280248310394052,28,0,0,0,0,,-0.005276174000576006,-0.0
2019-07-22,0.0562763040836289,26.278911997800403,23.0,0.4123956758549004,1,0,0,-0.5893957633276338,27,0,0,0,0,,-0.012934338725697693,-0.0
2019-07-23,0.0614247635365705,26.69779244195226,21.0,0.424348619732069,1,0,0,-0.37200265250749703,27,0,0,0,0,,0.005148459452941595,0.0
2019-07-24,0.0600952504255678,26.611123465847825,21.0,0.4189793709586663,1,0,0,-0.46700238020621826,27,0,0,0,0,,-0.0013295131110026975,-0.0
2019-07-25,0.0490228601527134,25.628466814364945,19.0,0.3389969562887814,1,0,0,-1.0480330520752188,26,0,0,0,0,,-0.0110723902728544,-0.0
2019-07-26,0.064280340168378,26.43965948008488,19.0,0.4114869557447459,1,0,0,-0.2942267799153746,27,0,0,0,0,,0.015257480015664598,0.0
2019-07-29,0.0444005764442732,24.43542534551254,19.0,0.3400231151117603,1,0,0,-1.3570704874062227,25,0,0,0,0,,-0.0198797637241048,-0.0
2019-07-30,0.0556866242660945,25.2331021193548,19.0,0.3696234965658872,1,0,0,-0.7933469891980567,26,0,0,0,0,,0.011286047821821299,0.0
2019-07-31,0.0625645579717453,25.432559722947097,19.0,0.376071650900406,1,0,0,-0.4594437507130696,26,0,0,0,0,,0.006877933705650804,0.0
2019-08-01,0.0438819846130336,26.009936725860232,21.0,0.388777205706269,1,0,0,-1.7360773645506509,27,0,0,0,0,,-0.0186825733587117,-0.0
2019-08-02,0.0316287606859733,25.62792526791253,21.0,0.3751190320636762,1,0,0,-2.38376730460782,26,0,0,0,0,,-0.012253223927060304,-0.0
2019-08-05,-0.0015373405444538,24.453618667878864,19.0,0.3415041796585879,1,0,0,-3.7630031070233363,25,0,0,0,0,,-0.0331661012304271,-0.0
2019-08-06,0.0004588692963594,24.558784229919823,19.0,0.3447019987894359,1,0,0,-3.2636971789092293,25,0,0,0,0,,0.0019962098408132,0.0
2019-08-07,0.0244529381066245,24.748996533212903,18.0,0.3560382556375211,1,0,0,-2.0066325855429725,25,0,0,0,0,,0.023994068810265102,0.0
2019-08-08,0.0241305264598103,24.75113556242353,18.0,0.3553275802813823,1,0,0,-1.9207454109001705,25,0,0,0,0,,-0.00032241164681420104,-0.0
2019-08-09,0.0444049308734255,25.493198456560247,19.0,0.3824892481644789,1,0,0,-0.9804092742945424,26,0,0,0,0,,0.0202744044136152,0.0
2019-08-12,0.0605963639248585,26.56770846869788,18.0,0.4155660361723222,1,0,0,-0.24233340956616053,27,0,0,0,0,,0.016191433051433002,0.0
2019-08-13,0.084117433087111,28.6468701063517,18.0,0.4822506149958209,1,0,0,0.8493219262953906,29,0,0,0,0,,0.0235210691622525,0.0
2019-08-14,0.0761499881427125,27.9953369374577,18.0,0.4592932832321419,1,0,0,0.49631141970920123,28,0,0,0,0,,-0.007967444944398508,-0.0
2019-08-15,0.0711182831778405,28.075600631778315,17.0,0.4254963615268272,1,0,0,0.29916884641308744,29,0,0,0,0,,-0.005031704964872,-0.0
2019-08-16,0.0758678672515538,29.89621554928601,17.0,0.4758080663960301,1,0,0,0.5374482450859468,30,0,0,0,0,,0.0047495840737133005,0.0
2019-08-19,0.0852518027964563,31.457121770712234,17.0,0.5147666604966997,1,0,0,0.979305755030332,32,0,0,0,0,,0.009383935544902508,0.0
2019-08-20,0.0863011629673611,32.048472848805915,17.0,0.5259444792189203,1,0,0,1.0514710059372896,33,0,0,0,0,,0.0010493601709047895,0.0
2019-08-21,0.0882910174012421,32.75371967449923,19.0,0.5390384499195675,1,0,0,1.1536037620893267,33,0,0,0,0,,0.001989854433881,0.0
2019-08-22,0.0920370909265608,33.42702748731894,19.0,0.5509888578777915,1,0,0,1.3057733857233251,34,0,0,0,0,,0.0037460735253187077,0.0
2019-08-23,0.0747273094306697,30.85937168435071,19.0,0.4881356517774232,1,0,0,0.4933623709789757,31,0,0,0,0,,-0.017309781495891102,-0.0
2019-08-26,0.0569715059626787,28.94507592880006,19.0,0.433428056481968,1,0,0,-0.34497453787512317,29,0,0,0,0,,-0.017755803467991,-0.0
2019-08-27,0.0485544774214528,28.341053901086397,19.0,0.4147618768131571,1,0,0,-0.7327210647276127,29,0,0,0,0,,-0.008417028541225897,-0.0
2019-08-28,0.0838736872933285,30.05842581337166,19.0,0.47489627070891,1,0,0,0.9687967836977412,31,0,0,0,0,,0.0353192098718757,0.0
2019-08-29,0.0856005459644047,30.337245013411504,19.0,0.481263469481491,1,0,0,1.0236234611680686,31,0,0,0,0,,0.0017268586710761924,0.0
2019-08-30,0.0811566390003708,29.695291469535736,23.0,0.4606772269771819,1,0,0,0.7858127769299951,30,0,0,0,0,,-0.004443906964033892,-0.0
2019-09-03,0.0691094859327448,28.709204361470096,25.0,0.4311358380763562,1,0,0,0.19087841483005394,29,0,0,0,0,,-0.012047153067626007,-0.0
2019-09-04,0.0647073864558409,28.271981035941774,25.0,0.4169688449331661,1,0,0,-0.03977753316067553,29,0,0,0,0,,-0.004402099476903898,-0.0
2019-09-05,0.0616241070503589,26.64274651230277,25.0,0.2748782319356212,1,0,0,-0.19964137640906332,27,0,0,0,0,,-0.0030832794054819965,-0.0
2019-09-06,0.0334202913455961,24.510522899337836,23.0,0.2141411158718099,1,0,0,-1.543323098849972,25,0,0,0,0,,-0.028203815704762804,-0.0
2019-09-09,0.0160504252332227,23.352547902833404,21.0,0.1901566374195925,1,0,0,-2.252878826589299,24,0,0,0,0,,-0.017369866112373396,-0.0
2019-09-10,0.0447481693908837,23.20952551394486,21.0,0.265322635304841,1,0,0,-0.9154226325754465,24,0,0,0,0,,0.028697744157660996,0.0
2019-09-11,0.0302269209627219,24.342740657935,21.0,0.3009777573419239,1,0,0,-1.5207308604334167,25,0,0,0,0,,-0.014521248428161798,-0.0
2019-09-12,0.0140089499918936,25.78372766200981,19.0,0.2738694700352844,1,0,0,-2.1258688678671653,26,0,0,0,0,,-0.016217970970828298,-0.0
2019-09-13,0.0216960606613625,25.31875994289214,19.0,0.301982076118278,1,0,0,-1.7139717187867383,26,0,0,0,0,,0.007687110669468899,0.0
2019-09-16,0.0586001497741568,26.762323517927666,17.0,0.3417096481528199,1,0,0,-0.13667343741475377,27,0,0,0,0,,0.0369040891127943,0.0
2019-09-17,0.0449257240400378,26.43981109897745,19.0,0.3284563339576589,1,0,0,-0.6927352713488256,27,0,0,0,0,,-0.013674425734118999,-0.0
2019-09-18,0.0217546396677263,25.655987273958857,17.0,0.3180783242370585,1,0,0,-1.6142803786192141,26,0,0,0,0,,-0.0231710843723115,-0.0
2019-09-19,0.0100215676075556,26.131993567988243,17.0,0.3044970537802749,1,0,0,-1.9994048785693268,27,0,0,0,0,,-0.0117330720601707,-0.0
2019-09-20,0.0088045872591235,26.103049546874427,17.0,0.3057173247116413,1,0,0,-1.9526014028253154,27,0,0,0,0,,-0.0012169803484321003,-0.0
2019-09-23,0.029608035049196,26.32959666927678,16.0,0.3130445504347259,1,0,0,-1.1011567853638775,27,0,0,0,0,,0.0208034477900725,0.0
2019-09-24,0.0012143467919907,25.65502373817453,17.0,0.363484839889717,1,0,0,-2.08418517525041,26,0,0,0,0,,-0.0283936882572053,-0.0
2019-09-25,0.0003978336511236,25.641754113014585,17.0,0.3629849342564394,1,0,0,-2.0039369806555833,26,0,0,0,0,,-0.0008165131408671,-0.0
2019-09-26,-0.0216971078814385,25.88631136504469,16.0,0.3718143087758095,1,0,0,-2.596044564999648,26,0,0,0,0,,-0.0220949415325621,-0.0
2019-09-27,-0.02272810837181,26.051923830369542,16.0,0.3140973612481743,1,0,0,-2.4586818948645965,27,0,0,0,0,,-0.001031000490371501,-0.0
2019-09-30,-0.0186667314940542,25.97182361261496,15.0,0.3111121834159096,1,0,0,-2.202509514831475,26,0,0,0,0,,0.0040613768777558006,0.0
2019-10-01,-0.0549572943981671,26.763200464089675,17.0,0.4099143330177831,1,0,0,-3.0379386411672544,27,0,0,0,0,,-0.0362905629041129,-0.0
2019-10-02,-0.0636688931806803,27.35463694996327,15.0,0.4282903942497844,1,0,0,-2.9930877893085075,28,0,0,0,0,,-0.008711598782513194,-0.0
2019-10-03,-0.0399493380134927,25.788079140137462,15.0,0.3757562137003068,1,0,0,-2.2176511696673393,26,0,0,0,0,,0.023719555167187593,0.0
2019-10-04,-0.0472862609666275,26.87778567141388,16.0,0.4044181466950686,1,0,0,-2.273241699924991,27,0,0,0,0,,-0.007336922953134796,-0.0
2019-10-07,-0.0629774126431241,27.773384592555622,16.0,0.433959960530445,1,0,0,-2.51060028175248,28,0,0,0,0,,-0.01569115167649661,-0.0
2019-10-08,-0.0859261048845319,29.5101287164214,18.0,0.4859576600511708,1,0,0,-2.8213572395075057,30,0,0,0,0,,-0.02294869224140779,-0.0
2019-10-09,-0.0754660687112505,28.72768166650405,18.0,0.4606969614840066,1,0,0,-2.407612254706836,29,0,0,0,0,,0.010460036173281395,0.0
2019-10-10,-0.0660953911353106,27.87454314444397,18.0,0.4319210063484147,1,0,0,-2.079823396193276,28,0,0,0,0,,0.0093706775759399,0.0
2019-10-11,-0.0553176090134188,26.964525242059977,18.0,0.4013339066714875,1,0,0,-1.7681162221790245,27,0,0,0,0,,0.010777782121891802,0.0
2019-10-14,-0.0430323477717102,26.658178080324173,18.0,0.3908927542455951,1,0,0,-1.4542516944633275,27,0,0,0,0,,0.012285261241708596,0.0
2019-10-15,-0.0407436288199081,26.91796487879098,18.0,0.3978066043611315,1,0,0,-1.35613339782746,27,0,0,0,0,,0.0022887189518021045,0.0
2019-10-16,-0.0514834475461523,27.746607482569832,17.0,0.4206706069398041,1,0,0,-1.513317517618742,28,0,0,0,0,,-0.010739818726244202,-0.0
2019-10-17,-0.0341974015906325,26.87430386520994,17.0,0.3936444537332325,1,0,0,-1.1275921274661405,27,0,0,0,0,,0.017286045955519802,0.0
2019-10-18,-0.0413239744248352,27.25499054562904,16.0,0.4051027361893208,1,0,0,-1.2267181167643226,28,0,0,0,0,,-0.007126572834202705,-0.0
2019-10-21,-0.0570738241927335,27.976864593771214,15.0,0.3514299264937204,1,0,0,-1.478829672933486,28,0,0,0,0,,-0.015749849767898297,-0.0
2019-10-22,-0.0368586156999075,26.93811872587658,14.0,0.3212268338776133,1,0,0,-1.0507834080805538,27,0,0,0,0,,0.020215208492826,0.0
2019-10-23,-0.0371832668904277,26.86543583965521,16.0,0.308158178891914,1,0,0,-1.0227265620016568,27,0,0,0,0,,-0.00032465119052020597,-0.0
2019-10-24,-0.040070136675097,26.40132676807469,16.0,0.3698951941020708,1,0,0,-1.0428632802995719,27,0,0,0,0,,-0.002886869784669295,-0.0
2019-10-25,-0.0368961743071567,26.51885547384005,16.0,0.3740488604611921,1,0,0,-0.9512732383726588,27,0,0,0,0,,0.0031739623679402987,0.0
2019-10-28,-0.0362421338357359,26.40742592794533,16.0,0.3704874344808833,1,0,0,-0.9116536912286017,27,0,0,0,0,,0.0006540404714207998,0.0
2019-10-29,-0.026282062483026,25.040029377178683,16.0,0.3188936276300358,1,0,0,-0.7118319717790197,26,0,0,0,0,,0.0099600713527099,0.0
2019-10-30,-0.0506355588007094,25.240357497226388,14.0,0.3324485969822462,1,0,0,-1.1443071309743786,26,0,0,0,0,,-0.0243534963176834,-0.0
2019-10-31,-0.0314977814934751,25.8270730824313,14.0,0.3530018977902874,1,0,0,-0.7650359584967963,26,0,0,0,0,,0.019137777307234302,0.0
2019-11-01,-0.0326119190646947,26.719289840546143,14.0,0.3814304963434074,1,0,0,-0.7648395012124444,27,0,0,0,0,,-0.0011141375712196006,-0.0
2019-11-04,-0.0104284509212666,26.49406564553916,14.0,0.376070100345614,1,0,0,-0.33696322790053873,27,0,0,0,0,,0.022183468143428097,0.0
2019-11-05,-0.0140678442396362,26.38174310878943,14.0,0.3719875196177568,1,0,0,-0.3842495471901671,27,0,0,0,0,,-0.0036393933183695992,-0.0
2019-11-06,-0.1497942647774763,27.62749209041245,16.0,0.5270281626811999,1,0,0,-2.7202076958994494,28,0,0,0,0,,-0.1357264205378401,-0.0
2019-11-07,-0.1927680414846024,38.13692935397779,16.0,0.5389871894499618,1,0,0,-3.1536881256594613,39,0,0,0,0,,-0.0429737767071261,-0.0
2019-11-08,-0.1923047508530508,37.18578952463506,16.0,0.5546722651054055,1,0,0,-2.8844130647818065,38,0,0,0,0,,0.0004632906315515939,0.0
2019-11-11,-0.1663546107386624,32.90785991008525,14.0,0.4079107566970913,1,0,0,-2.3370188275786785,33,0,0,0,0,,0.025950140114388398,0.0
2019-11-12,-0.1449545589320182,28.955857197699952,14.0,0.3268734219729575,1,0,0,-1.9299232998124891,29,0,0,0,0,,0.0214000518066442,0.0
2019-11-13,-0.1508861101855485,29.95257148237688,10.0,0.3852428806681472,1,0,0,-1.932513743476606,30,0,0,0,0,,-0.005931551253530315,-0.0
2019-11-14,-0.1538432661235553,31.51906445306018,10.0,0.4125904135719617,1,0,0,-1.8964935497840596,32,0,0,0,0,,-0.0029571559380068,-0.0
2019-11-15,-0.1503139102767692,31.942734900573228,10.0,0.4006829032562713,1,0,0,-1.7801375412788776,32,0,0,0,0,,0.0035293558467860975,0.0
2019-11-18,-0.1488302468601459,32.11193632023897,10.0,0.3965800349498948,1,0,0,-1.693810676399045,33,0,0,0,0,,0.0014836634166233154,0.0
2019-11-19,-0.1601956247653833,34.33413787533356,10.0,0.419374593136789,1,0,0,-1.7784590172597328,35,0,0,0,0,,-0.011365377905237395,-0.0
2019-11-20,-0.1570289604237738,32.87710179850945,10.0,0.3917851696949664,1,0,0,-1.6646692686710733,33,0,0,0,0,,0.003166664341609504,0.0
2019-11-21,-0.1616017142431847,32.96643556944155,10.0,0.3992090023226821,1,0,0,-1.6716110099511623,33,0,0,0,0,,-0.004572753819410913,-0.0
2019-11-22,-0.1602137566092825,32.06536556943465,10.0,0.4641948973861783,1,0,0,-1.6029312604679828,33,0,0,0,0,,0.0013879576339022037,0.0
2019-11-25,-0.1393629722097902,32.02376875407584,10.0,0.3949301183661058,1,0,0,-1.277565902460995,33,0,0,0,0,,0.02085078439949231,0.0
2019-11-26,-0.1248201631860057,30.787947833279752,10.0,0.3403696781107798,1,0,0,-1.0419035180766147,31,0,0,0,0,,0.014542809023784492,0.0
2019-11-27,-0.1090321074218021,28.760592334430196,10.0,0.3185924060387574,1,0,0,-0.7890329035935211,29,0,0,0,0,,0.0157880557642036,0.0
2019-11-29,-0.1102380372143176,29.59498610356911,10.0,0.402561300027144,1,0,0,-0.7802851358353221,30,0,0,0,0,,-0.001205929792515506,-0.0
2019-12-02,-0.1010013362460275,28.75900047588445,10.0,0.3024214404637376,1,0,0,-0.6170495555652679,29,0,0,0,0,,0.009236700968290101,0.0
2019-12-03,-0.0940491566179089,27.91064460558271,10.0,0.2611387588294834,1,0,0,-0.4889608903656546,28,0,0,0,0,,0.006952179628118602,0.0
2019-12-04,-0.0759889135861735,24.834340595973444,10.0,0.226703601979033,1,0,0,-0.18739568043058183,25,0,0,0,0,,0.018060243031735396,0.0
2019-12-05,-0.0695773097073875,23.1455157619518,10.0,0.1923763933395722,1,0,0,-0.06273511577186999,24,0,0,0,0,,0.006411603878786004,0.0
2019-12-06,-0.0583048123778215,22.601874834275804,10.0,0.1610507892650678,1,0,0,0.1371665107786744,23,0,0,0,0,,0.011272497329565999,0.0
2019-12-09,-0.0558241115271496,21.70953293524184,10.0,0.1047237138703187,1,0,0,0.20128986080811337,22,0,0,0,0,,0.0024807008506719033,0.0
2019-12-10,-0.0618654935824674,21.143177560297325,10.0,0.0817457206807767,1,0,0,0.14046421228590494,22,0,0,0,0,,-0.006041382055317804,-0.0
2019-12-11,-0.0553183612169334,19.139145739271196,10.0,0.0446997110999286,1,1,1,0.2894772289297067,20,0,0,0,0,,0.006547132365534003,0.0
2019-12-12,-0.0439730271841396,17.626169249347342,10.0,0.0218589437113482,1,1,1,0.5188239905375405,18,0,0,0,0,,0.011345334032793801,0.0
2019-12-13,-0.0464734527330295,16.05643262416398,10.0,0.0289074978493718,1,1,1,0.49927331830877497,17,0,0,0,0,,-0.0025004255488898994,-0.0
2019-12-16,-0.0375085413180187,14.45871900898887,10.0,0.0699476321430262,1,0,0,0.6875868460766158,15,0,0,0,0,,0.008964911415010796,0.0
2019-12-17,-0.0577162772157553,14.765719163639297,10.0,0.0891957119146266,1,0,0,0.35097471718053064,15,0,0,0,0,,-0.020207735897736598,-0.0
2019-12-18,-0.0678175513315695,17.12808373236995,14.0,0.1485499189411896,1,0,0,0.1831363728992169,18,0,0,0,0,,-0.010101274115814199,-0.0
2019-12-19,-0.0689785375581646,17.569387150002843,14.0,0.1678865544610255,1,0,0,0.18664442945582324,18,0,0,0,0,,-0.0011609862265951065,-0.0
2019-12-20,-0.0749576507924896,19.001917540950203,16.0,0.2394606115174538,1,0,0,0.08640509215704542,20,0,0,0,0,,-0.005979113234324998,-0.0
2019-12-23,-0.0697382522555978,19.26075264956564,16.0,0.2645552201214455,1,0,0,0.20920059128077634,20,0,0,0,0,,0.005219398536891809,0.0
2019-12-24,-0.0606804938553136,20.199633214231525,16.0,0.2618896210442701,1,0,0,0.41217516944463567,21,0,0,0,0,,0.009057758400284194,0.0
2019-12-26,-0.047020680392384,20.46281835641141,16.0,0.2749644631889583,1,0,0,0.6889491913209242,21,0,0,0,0,,0.013659813462929597,0.0
2019-12-27,-0.048741217993256,20.60635184115916,16.0,0.2728607362468269,1,0,0,0.6469153995748013,21,0,0,0,0,,-0.0017205376008719991,-0.0
2019-12-30,-0.0391961197306756,20.968355843471883,16.0,0.2932169522743084,1,0,0,0.8417565799152767,21,0,0,0,0,,0.009545098262580404,0.0
2019-12-31,-0.0314256487144524,20.6806170769221,14.0,0.2898812282988249,1,0,0,0.990820316883669,21,0,0,0,0,,0.007770471016223197,0.0
2020-01-02,-0.0369625993816873,21.46049633070492,14.0,0.3311229865386096,1,0,0,0.8646117631529874,22,0,0,0,0,,-0.005536950667234898,-0.0
2020-01-03,-0.0253054634255516,21.319207779136857,14.0,0.3303320493858679,1,0,0,1.0698656321779403,22,0,0,0,0,,0.011657135956135697,0.0
2020-01-06,-0.0481326378764368,22.38245760085912,14.0,0.3435514056903205,1,0,0,0.6010085577617131,23,0,0,0,0,,-0.022827174450885196,-0.0
2020-01-07,-0.038881238468404,22.356988962629767,14.0,0.3272379448697439,1,0,0,0.7733846855278929,23,0,0,0,0,,0.009251399408032795,0.0
2020-01-08,-0.0556587293550236,22.741369049882863,14.0,0.3272712290505377,1,0,0,0.43953907348794896,23,0,0,0,0,,-0.016777490886619596,-0.0
2020-01-09,-0.0540175460792564,22.64189346001549,16.0,0.3221555867246538,1,0,0,0.47687073495393834,23,0,0,0,0,,0.0016411832757671982,0.0
2020-01-10,-0.0581622413749398,22.84834675180772,16.0,0.3294843966244156,1,0,0,0.4013049070784717,23,0,0,0,0,,-0.004144695295683398,-0.0
2020-01-13,-0.0712908716033329,23.25834192370779,16.0,0.3738551408836135,1,0,0,0.14545428326696586,24,0,0,0,0,,-0.013128630228393105,-0.0
2020-01-14,-0.0691880742333408,23.35232638403274,16.0,0.367357602724838,1,0,0,0.2006206309918026,24,0,0,0,0,,0.00210279736999211,0.0
2020-01-15,-0.0717890468061028,23.6600658640824,16.0,0.3722992195019811,1,0,0,0.15911108475237168,24,0,0,0,0,,-0.0026009725727620114,-0.0
2020-01-16,-0.0824052612217753,24.27461653408704,16.0,0.3788455766385937,1,0,0,-0.04777329244434296,25,0,0,0,0,,-0.010616214415672495,-0.0
2020-01-17,-0.0814890907885192,24.221451507751706,16.0,0.3804895642355324,1,0,0,-0.014130852936751247,25,0,0,0,0,,0.0009161704332561055,0.0
2020-01-21,-0.0843840607542292,24.06289368141583,14.0,0.3852602527785528,1,0,0,-0.057646911079752346,25,0,0,0,0,,-0.002894969965710009,-0.0
2020-01-22,-0.1092326054887022,25.955205511404014,14.0,0.4341119763136428,1,0,0,-0.5476764888494013,26,0,0,0,0,,-0.024848544734472996,-0.0
2020-01-23,-0.1068034479897637,25.803082261405585,14.0,0.3239741982788642,1,0,0,-0.47610574998692623,26,0,0,0,0,,0.002429157498938503,0.0
2020-01-24,-0.1111847556877991,25.983616978880963,14.0,0.3263116507654527,1,0,0,-0.5444133973579555,26,0,0,0,0,,-0.004381307698035408,-0.0
2020-01-27,-0.1239026509260687,26.90329008658652,10.0,0.3548752657089812,1,0,0,-0.782428663116367,27,0,0,0,0,,-0.012717895238269591,-0.0
2020-01-28,-0.1301629616739283,27.374766787244827,10.0,0.4098014078910426,1,0,0,-0.8848970532555968,28,0,0,0,0,,-0.006260310747859599,-0.0
