,spread,half_life_roll,mean_crossings_roll,adf_p_roll,mr_regime_v2,mr_regime_adf,mr_regime_final
2018-04-19,-0.023599786643485388,22.461471695827537,17.0,0.22311772645698064,1,0,0
2018-04-20,-0.026031960352282724,22.501996819651012,17.0,0.22520316623053027,1,0,0
2018-04-23,-0.03741870182551388,22.951231204350133,17.0,0.23443187073547278,1,0,0
2018-04-24,-0.053199429481805005,23.665926830521702,17.0,0.26222463762768633,1,0,0
2018-04-25,-0.061864946843547486,24.43136795995008,17.0,0.2980850916917368,1,0,0
2018-04-26,-0.07821944237288658,26.92759081887337,17.0,0.3480940420357609,1,0,0
2018-04-27,-0.07496475227064714,26.784813950109765,17.0,0.33680813748127425,1,0,0
2018-04-30,-0.06953358651945418,26.4352261084103,17.0,0.323419696599876,1,0,0
2018-05-01,-0.06387970803446041,26.056302030983773,19.0,0.2995586402466989,1,0,0
2018-05-02,-0.04595291938676738,24.414761447290495,19.0,0.25872748805617835,1,0,0
2018-05-03,-0.056354922115895434,26.034935167093796,18.0,0.27060729663283145,1,0,0
2018-05-04,-0.033629691080169444,24.349333329966548,17.0,0.22402966662291018,1,0,0
2018-05-07,-0.0015637999370889943,22.753845089769467,15.0,0.18768924710872797,1,0,0
2018-05-08,0.015055477866122935,22.80308461077804,16.0,0.17350497757785027,1,0,0
2018-05-09,-0.0014682936850043404,22.624961528137554,17.0,0.18384672246239542,1,0,0
2018-05-10,-0.06438018897620168,23.586295845521335,19.0,0.01700433688444376,1,1,1
2018-05-11,-0.09191256086506705,26.12387720857715,19.0,0.0273451513827888,1,1,1
2018-05-14,-0.10148308161270503,27.38596026497949,19.0,0.02819219159385212,1,1,1
2018-05-15,-0.083631907635076,24.617501443796463,19.0,0.019131398429459687,1,1,1
2018-05-16,-0.06892009255873699,23.98208009650577,17.0,0.02047993149430391,1,1,1
2018-05-17,-0.08685854263057458,25.3593817728022,17.0,0.030501324771443947,1,1,1
2018-05-18,-0.09230986584654577,26.223910718054032,17.0,0.41913814505175345,1,0,0
2018-05-21,-0.09138268975363939,26.45363231227306,19.0,0.4196128657849751,1,0,0
2018-05-22,-0.08406232458413676,26.2616610492869,21.0,0.39833229093464434,1,0,0
2018-05-23,-0.09359503168596195,28.02379826012644,21.0,0.47600869209808816,1,0,0
2018-05-24,-0.09587537626162312,28.360670375178703,21.0,0.4536211093234047,1,0,0
2018-05-25,-0.1076972057116361,30.987093301585205,19.0,0.5114764326848744,1,0,0
2018-05-29,-0.08393760391119187,27.9767594744541,18.0,0.3890076706782463,1,0,0
2018-05-30,-0.1069525545881227,30.66025806723891,18.0,0.5088421233319059,1,0,0
2018-05-31,-0.10091947399384438,30.692153207879876,18.0,0.4868759262634367,1,0,0
2018-06-01,-0.14931661954546982,40.65915633187448,18.0,0.6975662607343025,1,0,0
2018-06-04,-0.18363519794367278,61.33312435812881,18.0,0.7919401613957796,0,0,0
2018-06-05,-0.1603543139125021,45.93015243759126,16.0,0.6869994018007294,1,0,0
2018-06-06,-0.14787448768846545,38.96438659843537,16.0,0.6012577674820874,1,0,0
2018-06-07,-0.1483124692323079,38.708131387905716,16.0,0.6154291952455427,1,0,0
2018-06-08,-0.14500912419572032,39.79885748348043,16.0,0.6288934798484561,1,0,0
2018-06-11,-0.14774936900220048,42.49977131736594,20.0,0.6510718540934073,1,0,0
2018-06-12,-0.1076307286437359,32.78600887269934,20.0,0.49034753954970045,1,0,0
2018-06-13,-0.10841293891302328,32.19458851268008,20.0,0.5123033364293182,1,0,0
2018-06-14,-0.11996519281968165,32.4143870516909,20.0,0.6391949342082714,1,0,0
2018-06-15,-0.0873820382714996,25.96593891910784,20.0,0.4200554854804789,1,0,0
2018-06-18,-0.0531006073968836,24.726066113684983,20.0,0.30757336602508334,1,0,0
2018-06-19,-0.017379683184549855,24.152405672106298,20.0,0.19013566080594152,1,0,0
2018-06-20,-0.025002638284867373,24.35910975671352,20.0,0.2443337818866676,1,0,0
2018-06-21,-0.042053440090069394,23.91188983015373,20.0,0.26362592549924346,1,0,0
2018-06-22,-0.04568739612635753,25.819537718092093,20.0,0.28515091850132057,1,0,0
2018-06-25,-0.060231573714464304,26.026817089460252,20.0,0.3057622006694001,1,0,0
2018-06-26,-0.04769096711727627,25.466400437394423,20.0,0.2598267307935498,1,0,0
2018-06-27,-0.058932480505920815,24.67485422697051,20.0,0.28640527335033916,1,0,0
2018-06-28,-0.048230047084459216,24.05423855006659,20.0,0.2821300821458477,1,0,0
2018-06-29,-0.049960794688031385,24.94601894766726,16.0,0.28249303223954425,1,0,0
2018-07-02,-0.04759007769519563,24.8620357346532,16.0,0.25874564991492227,1,0,0
2018-07-03,-0.04123635548108684,24.418369087601675,16.0,0.27388252766843224,1,0,0
2018-07-05,-0.032747855611867216,23.305207785259483,16.0,0.271276359053805,1,0,0
2018-07-06,-0.019868437682118767,23.08888735593429,16.0,0.2503398289429126,1,0,0
2018-07-09,-0.022205302579711983,23.7354772118809,16.0,0.2607864227608477,1,0,0
2018-07-10,-0.048190738903765684,24.03430150429896,16.0,0.32796509825118614,1,0,0
2018-07-11,-0.05091257410527916,23.818684700655755,16.0,0.2928660163999577,1,0,0
2018-07-12,-0.04884726030128039,23.800849480449642,16.0,0.2965408392465299,1,0,0
2018-07-13,-0.055231931704861736,24.745700065431905,16.0,0.33606713224167795,1,0,0
2018-07-16,-0.05435738279182889,24.692568198146255,16.0,0.3523443071151545,1,0,0
2018-07-17,-0.04579199362163244,24.344782999286537,16.0,0.337923825785531,1,0,0
2018-07-18,-0.03903513141996218,24.78044159603541,16.0,0.32584607260788556,1,0,0
2018-07-19,-0.017009258358183565,23.59673865323947,18.0,0.3098581881600881,1,0,0
2018-07-20,-0.023334237786958312,23.772573001692198,18.0,0.3131408888357296,1,0,0
2018-07-23,-0.026990354766116553,24.234309878859825,18.0,0.31891136883746024,1,0,0
2018-07-24,-0.0322768100577866,24.807957746420726,18.0,0.3535685559031063,1,0,0
2018-07-25,-0.04475185318043984,25.479412828501943,18.0,0.3386759639325462,1,0,0
2018-07-26,-0.04853346854294749,25.47969485427654,18.0,0.3866716319608736,1,0,0
2018-07-27,-0.06606512160742462,26.60033771570114,16.0,0.4137510144449446,1,0,0
2018-07-30,-0.060402252394751166,26.172401013619584,16.0,0.38832573473605436,1,0,0
2018-07-31,-0.06479463578729305,26.56118455108628,16.0,0.4080413062726504,1,0,0
2018-08-01,-0.030396798135916114,25.166017831390427,16.0,0.35442783502828423,1,0,0
2018-08-02,-0.020795803874840146,24.83361780125659,16.0,0.3578002972857936,1,0,0
2018-08-03,-0.019625533343293533,26.18141451637397,15.0,0.33955262108441714,1,0,0
2018-08-06,-0.010150448798354361,25.82352801683462,15.0,0.32719852343122197,1,0,0
2018-08-07,-0.005931449630270258,26.451123687354738,15.0,0.31244206793653234,1,0,0
2018-08-08,0.0005043966122233456,26.401059862813092,15.0,0.3127598569087603,1,0,0
2018-08-09,-0.01540915837744894,26.48324918546477,14.0,0.33302381225703204,1,0,0
2018-08-10,0.008445313886253025,26.225138886767695,14.0,0.31357822218243697,1,0,0
2018-08-13,-0.0030696039374058515,26.239473762439935,14.0,0.318395268195057,1,0,0
2018-08-14,-0.0013053188370042434,26.000098528952925,14.0,0.31616180390413406,1,0,0
2018-08-15,-0.0656860678503417,26.897613215628734,14.0,0.37811640512428896,1,0,0
2018-08-16,-0.04608389632409082,25.654778358344757,14.0,0.3324241182036113,1,0,0
2018-08-17,-0.03744758242393953,25.386580894902483,14.0,0.33265562126296244,1,0,0
2018-08-20,-0.030468113194821456,25.187309512711536,14.0,0.33325475883381506,1,0,0
2018-08-21,-0.023078503697294472,24.99299327992837,14.0,0.3317331488764619,1,0,0
2018-08-22,-0.024445115196820133,25.063643759144416,13.0,0.3249699581303447,1,0,0
2018-08-23,-0.03798573229622626,25.373904322625812,17.0,0.17640516593944633,1,0,0
2018-08-24,-0.0448479292530779,25.675415333928125,19.0,0.17826396626357283,1,0,0
2018-08-27,-0.04572552463750412,25.716663598533824,19.0,0.1772195008350707,1,0,0
2018-08-28,-0.05297719962548264,26.016355543429803,19.0,0.18646140031093278,1,0,0
2018-08-29,-0.052179278988999656,26.06110092681233,19.0,0.1789358583412951,1,0,0
2018-08-30,-0.05569859664452803,26.11562351953265,19.0,0.18254766457576987,1,0,0
2018-08-31,-0.05353490782106807,25.903985498855857,19.0,0.1826685827919593,1,0,0
2018-09-04,-0.05509599040229052,26.12986165547836,19.0,0.32551826279476254,1,0,0
2018-09-05,-0.08005174675078042,27.88553516451786,21.0,0.4153918528718561,1,0,0
2018-09-06,-0.0867670514356007,28.972345023544673,20.0,0.4204683125934443,1,0,0
2018-09-07,-0.09449414859746774,29.908220494184523,20.0,0.4407337834894547,1,0,0
2018-09-10,-0.09758171410222172,30.381119429067212,20.0,0.2676134455871719,1,0,0
2018-09-11,-0.07368380684825748,28.041690062319855,18.0,0.21572569909619066,1,0,0
2018-09-12,-0.043734424752325474,26.097658159088926,18.0,0.17245636800033443,1,0,0
2018-09-13,-0.05514811510253814,26.54696890488605,16.0,0.19472174159265465,1,0,0
2018-09-14,-0.038939456921426086,25.691144264180743,16.0,0.18284309224291895,1,0,0
2018-09-17,-0.028748850505192713,25.681480496442372,16.0,0.1711975872525865,1,0,0
2018-09-18,-0.024769328684318914,25.516695263566657,16.0,0.17395328077629257,1,0,0
2018-09-19,0.0010044114237741653,25.39484822722298,16.0,0.1655603100644878,1,0,0
2018-09-20,-0.006893222089481732,25.36242968300024,17.0,0.16668291242412858,1,0,0
2018-09-21,0.005986551788183192,25.408212360696567,17.0,0.16794194651232447,1,0,0
2018-09-24,0.010262163003254443,25.325464120967094,17.0,0.1676306534337373,1,0,0
2018-09-25,0.012812289863910031,25.29972629157871,19.0,0.16372255340550956,1,0,0
2018-09-26,-0.008401388887162575,24.830908190682276,20.0,0.16529143807422964,1,0,0
2018-09-27,0.002655750759459785,24.968648468618795,23.0,0.1726870060357824,1,0,0
2018-09-28,0.008318247184592842,25.19026137078274,23.0,0.17824124036881428,1,0,0
2018-10-01,0.009715101318339414,25.45786683016436,23.0,0.17899327676789217,1,0,0
2018-10-02,0.00918843742128761,25.468584918361987,22.0,0.17834751740903076,1,0,0
2018-10-03,0.028023240005413896,25.63177258057024,22.0,0.18724395393273446,1,0,0
2018-10-04,-0.004333697093636069,24.92903702437881,23.0,0.17970143772725755,1,0,0
2018-10-05,6.623570932440259e-05,24.922949835928716,23.0,0.18377056742556253,1,0,0
2018-10-08,-0.017935753469017435,24.899331782626493,23.0,0.18593954852580186,1,0,0
2018-10-09,-0.013494119000578841,24.834025816518075,23.0,0.1844306913087549,1,0,0
2018-10-10,-0.025380404424780068,24.90098621670819,23.0,0.2638035792061422,1,0,0
2018-10-11,-0.034720328548424995,25.097489202255154,21.0,0.19164067749749575,1,0,0
2018-10-12,-0.025469870588905152,24.825826212783017,21.0,0.1843310015248496,1,0,0
2018-10-15,-0.01294863857279882,24.52589221055538,21.0,0.25430130907527776,1,0,0
2018-10-16,0.010042063610609553,24.368343725858264,22.0,0.25142371942274055,1,0,0
2018-10-17,0.011492375598059823,24.323096570488055,20.0,0.2609946349975205,1,0,0
2018-10-18,0.000309937008826644,24.129419329087323,20.0,0.26265015155819493,1,0,0
2018-10-19,0.006188401581866287,24.15472038730925,20.0,0.2530441451780945,1,0,0
2018-10-22,-0.006361179688111562,24.50128023304782,21.0,0.25782116793385995,1,0,0
2018-10-23,-0.023296810311152605,24.547080700180146,21.0,0.1780371763757762,1,0,0
2018-10-24,-0.04935402407184153,24.979100261893606,21.0,0.2589309431488338,1,0,0
2018-10-25,-0.04380239733034941,24.89866480929413,21.0,0.25217147402682677,1,0,0
2018-10-26,-0.0456057610183338,24.829695441799597,21.0,0.25209929345801324,1,0,0
2018-10-29,-0.07071982347063788,25.595952386951655,19.0,0.19711743348644828,1,0,0
2018-10-30,-0.07486866699542549,25.704072833889523,17.0,0.1959626859786348,1,0,0
2018-10-31,-0.05187369799555075,24.33841679094572,17.0,0.17643638161123587,1,0,0
2018-11-01,-0.03347321499187306,24.112618855152537,17.0,0.15549271593808217,1,0,0
2018-11-02,-0.018661211359457752,23.66415819746771,17.0,0.1490014222222601,1,0,0
2018-11-05,-0.02649119967412794,23.7133744565909,17.0,0.15917902417256985,1,0,0
2018-11-06,-0.05458413020590758,24.39386172470808,17.0,0.17083922651919503,1,0,0
2018-11-07,-0.0425536033099414,23.959450697196583,17.0,0.1582465579947519,1,0,0
2018-11-08,-0.06568413660250183,24.529985119020758,17.0,0.1788235992518717,1,0,0
2018-11-09,-0.040930446825806044,23.23336501053234,15.0,0.25559877130505476,1,0,0
2018-11-12,-0.04965909423301085,23.64063096241422,15.0,0.2678290251111425,1,0,0
2018-11-13,-0.05566020128462501,23.990173023653607,15.0,0.27212251342211075,1,0,0
2018-11-14,-0.045302784727111245,23.730640439335552,15.0,0.24787466382155676,1,0,0
2018-11-15,-0.03409584052829384,23.45439831710325,15.0,0.2356613982080364,1,0,0
2018-11-16,-0.035067336785965075,23.35987774011369,15.0,0.23834676510027347,1,0,0
2018-11-19,-0.042549294030576945,23.376847641362353,13.0,0.2360299179881571,1,0,0
2018-11-20,-0.07023802657028888,23.845686564450055,13.0,0.27483267133417544,1,0,0
2018-11-21,-0.08518366362269258,24.526454297151336,13.0,0.2745038693416938,1,0,0
2018-11-23,-0.0966962781785119,24.96115053379038,13.0,0.295312795340097,1,0,0
2018-11-26,-0.0654003950756934,23.32734936710234,13.0,0.26430839535594663,1,0,0
2018-11-27,-0.0575635693313723,22.75037019034101,13.0,0.25069506970239275,1,0,0
2018-11-28,-0.0679190550424904,23.332490896049812,13.0,0.27693259712783697,1,0,0
2018-11-29,-0.05737038115806925,23.134391844904332,13.0,0.24546287754032392,1,0,0
2018-11-30,-0.060525507197318085,22.986040519111427,13.0,0.25398781849086993,1,0,0
2018-12-03,-0.0696573368595983,23.251377251914235,13.0,0.16384948745386896,1,0,0
2018-12-04,-0.1135214260971118,25.12324589372264,13.0,0.30723066863352977,1,0,0
2018-12-06,-0.13384768868240648,27.314051930007363,15.0,0.3462533158598136,1,0,0
2018-12-07,-0.13296194988207155,26.718336926145632,15.0,0.31067199795911027,1,0,0
2018-12-10,-0.1420063978742565,27.293298224674743,15.0,0.33944688304283765,1,0,0
2018-12-11,-0.14872581571628185,28.562609827252803,13.0,0.37463635610504564,1,0,0
2018-12-12,-0.17355556568171693,31.640261568685318,13.0,0.46971662084644744,1,0,0
2018-12-13,-0.18809419312539344,34.63491878142805,17.0,0.5432326025012245,1,0,0
2018-12-14,-0.2077055217697108,41.11609504462626,17.0,0.6009321668927302,1,0,0
2018-12-17,-0.2253940861894037,50.343567615042694,19.0,0.5569616482423742,1,0,0
2018-12-18,-0.21260496189119404,46.790198771797634,21.0,0.46041322653629346,1,0,0
2018-12-19,-0.17108099364337193,33.03155434777526,21.0,0.22985500030446476,1,0,0
2018-12-20,-0.1589246174790615,29.378066723093372,21.0,0.19950278193734516,1,0,0
2018-12-21,-0.13570516256540266,25.361995663830506,25.0,0.30108653843368843,1,0,0
2018-12-24,-0.12540361986203497,24.417132473151636,25.0,0.1671464859314153,1,0,0
2018-12-26,-0.10281204002681044,23.770168473489388,25.0,0.15003771926070386,1,0,0
2018-12-27,-0.08780540087410227,23.750788467626723,25.0,0.10859746499654327,1,0,0
2018-12-28,-0.08371033101124237,22.609842229093037,25.0,0.09844320806499746,1,0,0
2018-12-31,-0.06889511699339668,21.41089514702824,25.0,0.09538325166758199,1,0,0
2019-01-02,-0.06988928848390952,21.468488094688563,25.0,0.10735592217342776,1,0,0
2019-01-03,-0.0522633857332071,21.468583777237196,25.0,0.13733364268281056,1,0,0
2019-01-04,-0.04736562535767863,20.98515699967683,25.0,0.15645711302344856,1,0,0
2019-01-07,-0.024918966495055095,21.536236121756357,26.0,0.15421071244031226,1,0,0
2019-01-08,-0.010780374357638678,21.489933881947916,26.0,0.16763406763979938,1,0,0
2019-01-09,-0.023781461752947486,22.125831636171444,26.0,0.17305018782470327,1,0,0
2019-01-10,-0.028823235472259512,22.29826850090812,26.0,0.16468880758274718,1,0,0
2019-01-11,-0.028578460963622376,22.871147503639346,26.0,0.17524732126118758,1,0,0
2019-01-14,-0.03794591602322406,23.010499834581495,27.0,0.12322805596263942,1,0,0
2019-01-15,-0.03334957881333622,22.818352275696874,27.0,0.12844368062735378,1,0,0
2019-01-16,-0.029404718967169785,23.020619720463987,28.0,0.13366743885928806,1,0,0
2019-01-17,-0.03202369641345637,23.282606411547853,29.0,0.18272152391559382,1,0,0
2019-01-18,-0.03656923408090318,23.278902139396195,29.0,0.18911251397317286,1,0,0
2019-01-22,-0.05263111738808757,23.221628597295823,29.0,0.19268967805126663,1,0,0
2019-01-23,-0.0506732725257768,23.424999244053886,29.0,0.18421246998581592,1,0,0
2019-01-24,-0.05351751638982005,23.75886288740063,28.0,0.18479520948071343,1,0,0
2019-01-25,-0.0624213404002214,23.888076725756708,28.0,0.18882575579802297,1,0,0
2019-01-28,-0.07195590219867043,24.350286343503047,27.0,0.19322912981628643,1,0,0
2019-01-29,-0.0791509011250291,24.559324062248237,27.0,0.19661334827411797,1,0,0
2019-01-30,-0.06272707202865568,24.089019001218073,27.0,0.1855013409466067,1,0,0
2019-01-31,-0.05166667503428979,23.887205275983636,27.0,0.1776715740677216,1,0,0
2019-02-01,-0.05035029531585966,23.889280933492714,26.0,0.1682327527046023,1,0,0
2019-02-04,-0.038540883898049216,23.78131711284299,25.0,0.13629607472401134,1,0,0
2019-02-05,-0.054893857198207385,23.78268802856684,25.0,0.17145373699671684,1,0,0
2019-02-06,-0.03740874287069662,23.039399264281805,25.0,0.1585754195321843,1,0,0
2019-02-07,-0.04430425857936093,22.923576661263215,25.0,0.15085270921956806,1,0,0
2019-02-08,-0.05253210815726028,22.988362266194397,25.0,0.15380793257979986,1,0,0
2019-02-11,-0.0545821643300366,22.77216607733084,25.0,0.13986741288040216,1,0,0
2019-02-12,-0.058426082243515864,22.442132258396274,25.0,0.13199054256246623,1,0,0
2019-02-13,-0.04441482616863368,22.149366344518608,27.0,0.1420476765175982,1,0,0
2019-02-14,-0.018382804846106104,21.47610102490272,28.0,0.15043322257195113,1,0,0
2019-02-15,-0.0313304428915222,20.942846993130406,26.0,0.13008326300590511,1,0,0
2019-02-19,-0.03252135342925655,21.266714777877862,26.0,0.1273948219511889,1,0,0
2019-02-20,-0.006938719494775647,21.758148989344836,26.0,0.10885052407627671,1,0,0
2019-02-21,-0.016276077535628097,21.115387810220124,26.0,0.11826750386873203,1,0,0
2019-02-22,0.0007820888185321451,21.090658103483218,26.0,0.09721722776691355,1,0,0
2019-02-25,0.020313103956731027,20.7715400716861,26.0,0.11640764379841528,1,0,0
2019-02-26,0.030415084447008134,21.539016208836067,26.0,0.09296600851625092,1,0,0
2019-02-27,0.019726449374289245,20.239601858715588,26.0,0.03311686849498952,1,1,1
2019-02-28,0.005471618737150408,17.114039758632618,26.0,0.02443327296542589,1,1,1
2019-03-01,0.0017834317216136597,15.756423304897133,26.0,0.013831645346288252,1,1,1
2019-03-04,-0.00173601783160926,14.39480984044939,26.0,0.01148373402036551,1,1,1
2019-03-05,-0.007712915865179859,13.65654729383181,28.0,0.010164843977350445,1,1,1
2019-03-06,0.0029997127144731905,13.997267377758599,26.0,0.015366877971090064,1,1,1
2019-03-07,-0.012464268802832024,13.622222677984091,28.0,0.007576025387419895,1,1,1
2019-03-08,0.01634038874235788,13.646664904914495,28.0,0.00384234954347555,1,1,1
2019-03-11,0.04061785543079388,13.70789964009405,28.0,0.008326856375896459,1,1,1
2019-03-12,0.06256767834836374,13.021707374014472,28.0,0.00608479566140612,1,1,1
2019-03-13,0.07483071461132429,12.692391259396215,28.0,0.003821221744146899,1,1,1
2019-03-14,0.07141746797764714,12.696795442380008,28.0,0.006274516406897095,1,1,1
2019-03-15,0.06309391725903968,11.754424960763304,30.0,0.010860963633557217,1,1,1
2019-03-18,0.05344664933015242,12.02545487128522,30.0,0.004346727343383076,1,1,1
2019-03-19,0.03172210712042389,10.986437079395486,30.0,0.009472779289260193,1,1,1
2019-03-20,0.02238153281026456,11.162747837597438,30.0,0.015071540690124952,1,1,1
2019-03-21,0.020708013720896368,11.260634700603221,32.0,0.0063945734877294425,1,1,1
2019-03-22,0.009231137635828723,11.26308164680528,32.0,0.008464654554429756,1,1,1
2019-03-25,0.015243871736847936,11.882874564056529,32.0,0.009253809944370257,1,1,1
2019-03-26,0.011886777779820612,11.05647119911632,36.0,0.008383525661045959,1,1,1
2019-03-27,0.01180190048955243,11.35861557887942,36.0,0.007994284227015315,1,1,1
2019-03-28,0.00785894633233486,11.147543518872125,36.0,0.012538438609788732,1,1,1
2019-03-29,-0.0006339161218313905,11.004592537409362,36.0,0.007932112404255823,1,1,1
2019-04-01,0.0037347122185362736,10.931002274650739,36.0,0.005317534451674117,1,1,1
2019-04-02,0.0015857167486723611,11.398098174308668,36.0,0.01360308061452746,1,1,1
2019-04-03,-0.0015266830114475383,11.081673214455968,36.0,0.027357380792742084,1,1,1
2019-04-04,0.0005955075772012819,10.630648445985772,36.0,0.0319350317167552,1,1,1
2019-04-05,-0.02203060185460526,11.13123974784722,38.0,0.03458851814056954,1,1,1
2019-04-08,-0.011317383418846916,12.497877289003638,38.0,0.04173931811107136,1,1,1
2019-04-09,-0.01674774590087935,12.718608100597642,38.0,0.039914453355918866,1,1,1
2019-04-10,-0.008131154669153595,12.952525335002788,37.0,0.04255421372798927,1,1,1
2019-04-11,-0.04653528359157555,12.31797997556034,38.0,0.03810415966533897,1,1,1
2019-04-12,-0.04668845470075755,12.356492950994573,38.0,0.03930947022467926,1,1,1
2019-04-15,-0.02194151513096898,12.371732413011093,37.0,0.045326125542524756,1,1,1
2019-04-16,-0.015415707527216327,12.640756504846086,36.0,0.044795274203357965,1,1,1
2019-04-17,0.002279642229398249,12.838011974586612,36.0,0.016231897493807386,1,1,1
2019-04-18,-0.025280582757218006,12.358459382919996,36.0,0.013845586644627855,1,1,1
2019-04-22,-0.01825501494340287,12.432039260567905,36.0,0.015330705466922674,1,1,1
2019-04-23,-0.008261542215705298,12.633168492830503,36.0,0.01760523642015215,1,1,1
2019-04-24,0.009269655700802737,12.976929359286455,35.0,0.019665274643933722,1,1,1
2019-04-25,0.013704276021070605,13.106182422598392,35.0,0.020689335208519528,1,1,1
2019-04-26,0.03171437953036005,13.504388029248041,35.0,0.02637160299440718,1,1,1
2019-04-29,0.0372209298034063,13.829667605596045,35.0,0.029030247212874893,1,1,1
2019-04-30,0.04153911044614045,14.181998813596572,31.0,0.03356327399878103,1,1,1
2019-05-01,0.03500288834989895,14.113933731911713,31.0,0.02897351274111182,1,1,1
2019-05-02,0.04050411986908031,14.617944383781648,31.0,0.035976535842963724,1,1,1
2019-05-03,0.03539159910841061,14.535727718859942,29.0,0.03087832946851466,1,1,1
2019-05-06,0.03376760351190633,14.748967475112869,28.0,0.030128633455954623,1,1,1
2019-05-07,0.003411015893905578,13.669985947179208,28.0,0.021369587598951575,1,1,1
2019-05-08,0.05498838792318672,14.437263017954571,28.0,0.07074040679958457,1,0,0
2019-05-09,0.07472314449326767,16.085981304105047,28.0,0.1669391179694959,1,0,0
2019-05-10,0.06355815404375242,17.130148633031606,27.0,0.08706509652359778,1,0,0
2019-05-13,0.07125051331158705,17.4674560501576,25.0,0.11439355856877542,1,0,0
2019-05-14,0.07995586516068975,17.98092321009948,25.0,0.15432254977368803,1,0,0
2019-05-15,0.07862668182837673,18.84830332128882,25.0,0.12768086484424473,1,0,0
2019-05-16,0.08431369207053319,20.146388357311334,25.0,0.13837432187313697,1,0,0
2019-05-17,0.10776798037519608,22.663340015543834,23.0,0.22130379978185544,1,0,0
2019-05-20,0.08815249855267737,20.22085284149312,23.0,0.16442490846126856,1,0,0
2019-05-21,0.10577371215747178,22.474687157285413,23.0,0.21016486769766046,1,0,0
2019-05-22,0.08661185293967222,20.752421317666876,23.0,0.14820141917941432,1,0,0
2019-05-23,0.07982197889705756,19.984516280201635,23.0,0.1215682048356278,1,0,0
2019-05-24,0.09790580323816123,21.710522764064276,25.0,0.22290718193849096,1,0,0
2019-05-28,0.091340488093822,20.643051744069123,23.0,0.34447060471694546,1,0,0
2019-05-29,0.0754743162319036,20.6176832329637,23.0,0.13625256238715244,1,0,0
2019-05-30,0.08956969063971698,21.03872826424603,25.0,0.11276677371003435,1,0,0
2019-05-31,0.08639907907842126,21.20639339865509,25.0,0.05819388163926484,1,0,0
2019-06-03,0.07487972307951551,18.145041951365847,25.0,0.07422630883546255,1,0,0
2019-06-04,0.06990775585361675,15.689404737407836,25.0,0.087239947667264,1,0,0
2019-06-05,0.06130433567250737,16.567119642686567,23.0,0.06693876314961782,1,0,0
2019-06-06,0.05261471115015137,16.714843665389846,23.0,0.05833893349928916,1,0,0
2019-06-07,0.04292847722880744,16.07392185238914,23.0,0.044921931919779674,1,1,1
2019-06-10,0.042364175538809334,15.981409002670635,23.0,0.09580113740178747,1,0,0
2019-06-11,0.05076223204459929,15.84590167899294,23.0,0.09937983605506212,1,0,0
2019-06-12,0.04913856050442433,18.144281580968816,25.0,0.07019300982331937,1,0,0
2019-06-13,0.053757258513809525,18.22379253223641,25.0,0.208332843515183,1,0,0
2019-06-14,0.05390016346102744,17.557616333792815,25.0,0.15936853815460472,1,0,0
2019-06-17,0.07618473416125937,20.73520140171429,23.0,0.2591058033606469,1,0,0
2019-06-18,0.07646684656499758,22.786553151962064,23.0,0.24639558709725684,1,0,0
2019-06-19,0.06839247985931074,23.281974181834958,24.0,0.20861427117974313,1,0,0
2019-06-20,0.0744089270683359,24.085299513683083,23.0,0.2297488048408836,1,0,0
2019-06-21,0.08563167722563936,25.448856745150184,23.0,0.4589271823594467,1,0,0
2019-06-24,0.08168750818772175,25.14527704676124,23.0,0.2631766259245467,1,0,0
2019-06-25,0.063176071806188,23.053173537102566,23.0,0.36184800973650266,1,0,0
2019-06-26,0.05409642701686934,22.91348434500503,21.0,0.35309815699333097,1,0,0
2019-06-27,0.06481160806706043,23.445190247243723,21.0,0.37087494917141767,1,0,0
2019-06-28,0.06866413193198007,24.27929033147976,21.0,0.3983688018484225,1,0,0
2019-07-01,0.07227768944316804,24.68959430972117,17.0,0.4097289193222441,1,0,0
2019-07-02,0.07317722519749648,25.000236195349228,19.0,0.41703427011462685,1,0,0
2019-07-03,0.08540668242686777,26.615140905904923,19.0,0.46841726475300716,1,0,0
2019-07-05,0.09259276879803213,28.018133767914442,19.0,0.5056541974347206,1,0,0
2019-07-08,0.07344082686915598,26.03652537467563,21.0,0.44057266742482354,1,0,0
2019-07-09,0.08165855343671424,27.072525175317693,21.0,0.4706612550794252,1,0,0
2019-07-10,0.0924247266059659,28.405182231311343,23.0,0.5013793085870328,1,0,0
2019-07-11,0.08684591622693816,27.76205667177784,23.0,0.47879152991626184,1,0,0
2019-07-12,0.09927214086190439,29.683307573169824,23.0,0.5280233250796718,1,0,0
2019-07-15,0.07665792293512741,26.505573632771025,23.0,0.4337493407616317,1,0,0
2019-07-16,0.0671077006075933,25.739123476117165,21.0,0.40572222970958294,1,0,0
2019-07-17,0.06018294726130691,25.604004838803206,21.0,0.39872510965196467,1,0,0
2019-07-18,0.07448681680990266,27.016250956517787,23.0,0.44514627524373107,1,0,0
2019-07-19,0.06921064280932665,27.30246422835523,23.0,0.4477511075319388,1,0,0
2019-07-22,0.056276304083628936,26.278911997800403,23.0,0.41239567585490045,1,0,0
2019-07-23,0.06142476353657056,26.69779244195226,21.0,0.42434861973206905,1,0,0
2019-07-24,0.06009525042556785,26.611123465847825,21.0,0.41897937095866633,1,0,0
2019-07-25,0.0490228601527134,25.628466814364945,19.0,0.3389969562887814,1,0,0
